diseaseId,diseaseName,did
C2752089,"Neuropathy, Hereditary Sensory And Autonomic, Type IIA",5451
C2751092,"Neuropathy, Hereditary Sensory And Autonomic, Type IIB",5452
C3539003,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VI",5453
C3809882,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VII",5454
C4225308,"NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE VIII",5455
C3150972,"NEUROPATHY, HEREDITARY SENSORY, TYPE ID",5456
C3810194,"NEUROPATHY, HEREDITARY SENSORY, TYPE IF",5457
C3280168,"NEUROPATHY, HEREDITARY SENSORY, TYPE IIC",5458
C1850395,"Neuropathy, Hereditary Sensory, with Spastic Paraplegia, Autosomal Recessive",5459
C4225406,"NEUROPATHY, HEREDITARY, WITH OR WITHOUT AGE-RELATED MACULAR DEGENERATION",5460
C0154874,Neuroretinitis,5461
C1142379,Neurotmesis,5462
C1853136,Neutral Lipid Storage Disease with Myopathy,5463
C0027947,Neutropenia,5464
C1842930,"Neutropenia, Nonimmune Chronic Idiopathic, Adult",5465
C3809031,"NEUTROPENIA, SEVERE CONGENITAL, 5, AUTOSOMAL RECESSIVE",5466
C4014954,"NEUTROPENIA, SEVERE CONGENITAL, 6, AUTOSOMAL RECESSIVE",5467
C4310764,"NEUTROPENIA, SEVERE CONGENITAL, 7, AUTOSOMAL RECESSIVE",5468
C1859966,"Neutropenia, Severe Congenital, Autosomal Dominant 1",5469
C2751288,"Neutropenia, Severe Congenital, Autosomal Dominant 2",5470
C2675526,"Neutropenia, Severe Congenital, Autosomal Recessive 4",5471
C1845987,"Neutropenia, Severe Congenital, X-Linked",5472
C0400823,Neutropenic colitis,5473
C1842398,Neutrophil Immunodeficiency Syndrome,5474
C0543669,"Neutrophilia, Hereditary",5475
C2931029,"Nevi flammei, familial multiple",5476
C2936777,Nevo syndrome (disorder),5477
C0027960,Nevus,5478
C0265987,Nevus comedonicus,5479
C0376329,New Variant Creutzfeldt-Jakob Disease,5480
C1843815,Newfoundland Rod-Cone Dystrophy,5481
C3150928,NF1 Microdeletion Syndrome,5482
C3808991,NGLY1 deficiency,5483
C1303073,Nicolaides Baraitser syndrome,5484
C0028043,Nicotine Dependence,5485
C0220756,"Niemann-Pick Disease, Type C",5486
C3179455,"Niemann-Pick Disease, Type C1",5487
C1843366,"NIEMANN-PICK DISEASE, TYPE C2",5488
C0268247,"Niemann-Pick Disease, Type D",5489
C0339535,"Night blindness, congenital stationary",5490
C1864869,"Night Blindness, Congenital Stationary, Autosomal Dominant 1",5491
C1876182,"NIGHT BLINDNESS, CONGENITAL STATIONARY, AUTOSOMAL DOMINANT 2",5492
C1864870,"Night Blindness, Congenital Stationary, Autosomal Dominant 3",5493
C3501847,"Night blindness, congenital stationary, type 1",5494
C3495587,"Night Blindness, Congenital Stationary, Type 1A",5495
C1850362,"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1B",5496
C2750747,"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1C",5497
C3151193,"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1D",5498
C3281215,"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1E",5499
C3554399,"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1F",5500
C4225345,"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1G",5501
C4310758,"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1H",5502
C1848172,"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 2A",5503
C1864877,"NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 2B (disorder)",5504
C2751318,Nijmegen Breakage Syndrome-Like Disorder,5505
C1838654,Nivelon Nivelon Mabille syndrome,5506
C0752292,Nocturnal Eating-Drinking Syndrome,5507
C0546878,Nodding spasm,5508
C0343097,Nodular Elastoidosis,5509
C0410005,Nodular fasciitis,5510
C0017667,Nodular glomerulosclerosis,5511
C1334968,Nodular Lymphocyte Predominant Hodgkin Lymphoma,5512
C0152268,Nodular Sclerosis Classical Hodgkin Lymphoma,5513
C0018781,Noise-induced hearing loss,5514
C0751759,Non-24 Hour Sleep-Wake Disorder,5515
C0400966,Non-alcoholic Fatty Liver Disease,5516
C0751523,Non-Convulsive Status Epilepticus,5517
C0521761,Non-Fatigable Positional Nystagmus,5518
C0338078,Non-Functioning Pituitary Gland Neoplasm,5519
C0007131,Non-Small Cell Lung Carcinoma,5520
C1853926,NONAKA MYOPATHY,5521
C3241937,Nonalcoholic Steatohepatitis,5522
C1858725,"NONCOMPACTION OF LEFT VENTRICULAR MYOCARDIUM, FAMILIAL ISOLATED, AUTOSOMAL DOMINANT 1",5523
C0007124,Noninfiltrating Intraductal Carcinoma,5524
C0751748,Nonketotic Hyperglycinemia,5525
C3501843,Nonmedullary Thyroid Carcinoma,5526
C0349255,Nonorganic Insomnia,5527
C0349204,Nonorganic psychosis,5528
C0494410,Nonorganic Sleep Wake Cycle Disorders,5529
C3711374,Nonsyndromic Deafness,5530
C0028326,Noonan Syndrome,5531
C4551602,Noonan Syndrome 1,5532
C4225280,NOONAN SYNDROME 10,5533
C1854469,Noonan Syndrome 2,5534
C3809233,NOONAN SYNDROME 8,5535
C4225282,NOONAN SYNDROME 9,5536
C1843181,Noonan syndrome-like disorder with loose anagen hair,5537
C4478716,NOONAN SYNDROME-LIKE DISORDER WITH LOOSE ANAGEN HAIR 1,5538
C4479577,NOONAN SYNDROME-LIKE DISORDER WITH LOOSE ANAGEN HAIR 2,5539
C3150803,NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTIC LEUKEMIA,5540
C3501846,Noonan-Like Syndrome With Loose Anagen Hair,5541
C0266526,Norrie disease,5542
C1858051,NORTH AMERICAN INDIAN CHILDHOOD CIRRHOSIS,5543
C0730294,North Carolina macular dystrophy,5544
C1864923,Northern epilepsy syndrome,5545
C0392557,Nuclear cataract,5546
C1112705,Nuclear non-senile cataract,5547
C4225160,NUDT15 deficiency,5548
C1707291,NUT midline carcinoma,5549
C0028077,Nyctalopia,5550
C0028738,Nystagmus,5551
C1839580,"Nystagmus 1, congenital, X- linked",5552
C3151752,"NYSTAGMUS 6, CONGENITAL, X-LINKED",5553
C0028754,Obesity,5554
C4273958,Obesity due to melanocortin 4 receptor deficiency,5555
C3151303,"Obesity, Hyperphagia, and Developmental Delay",5556
C0028756,"Obesity, Morbid",5557
C0028768,Obsessive-Compulsive Disorder,5558
C0597124,Obstructive asymmetric septal hypertrophy,5559
C0549423,Obstructive Hydrocephalus,5560
C0014067,Occipital Encephalocele,5561
C0393691,Occipital Lobe Epilepsy,5562
C3150833,OCCULT MACULAR DYSTROPHY,5563
C0403555,Ochoa syndrome,5564
C2931645,"Ochronosis, hereditary",5565
C0342684,"Ocular albinism, type I",5566
C0268505,"Ocular albinism, type II",5567
C1282359,Ocular Cicatricial Pemphigoid,5568
C0028840,Ocular Hypertension,5569
C0812437,Oculo-dento-digital syndrome,5570
C2677500,Oculoauricular Syndrome,5571
C0028860,Oculocerebrorenal Syndrome,5572
C0268495,Oculocutaneous albinism type 2,5573
C2931599,Oculocutaneous albinism type 3,5574
C3695272,Oculocutaneous albinism type 6,5575
C1847836,"Oculocutaneous Albinism, Type IV",5576
C1838348,Oculomaxillofacial dysostosis,5577
C1862472,Oculomelic amyoplasia,5578
C2750325,Oculootodental syndrome,5579
C0796059,Oculopalatoskeletal syndrome,5580
C1275074,Odonto-onycho-dermal dysplasia,5581
C1840322,ODONTOHYPOPHOSPHATASIA (disorder),5582
C0524730,Odontome,5583
C0796093,Odontoonychodermal dysplasia,5584
C3275447,Ogden syndrome,5585
C1306122,Oguchi disease,5586
C4551824,Oguchi Disease 1,5587
C3150678,OGUCHI DISEASE 2,5588
C1623209,Okihiro Syndrome,5589
C4310739,OKUR-CHUNG NEURODEVELOPMENTAL SYNDROME,5590
C1335107,Olfactory Groove Meningioma,5591
C0344461,Oligodendroblastoma,5592
C0028945,oligodendroglioma,5593
C4082304,Oligodontia,5594
C1837750,Oligodontia-Colorectal Cancer Syndrome,5595
C0028960,Oligospermia,5596
C1848745,Oliver-McFarlane syndrome,5597
C1857762,"Olivopontocerebellar hypoplasia, fetal-onset",5598
C2609071,Olmsted syndrome,5599
C2700553,Omenn Syndrome,5600
C2750355,Omodysplasia 2,5601
C1850318,Omodysplasia type 1,5602
C0346255,"Oncocytoma, renal",5603
C4014291,OOCYTE MATURATION DEFECT 1,5604
C4225210,OOCYTE MATURATION DEFECT 2,5605
C4540205,OOCYTE MATURATION DEFECT 3,5606
C4540284,OOCYTE MATURATION DEFECT 4,5607
C4049050,Opalescent dentin,5608
C4748418,"OPHTHALMOPLEGIA, EXTERNAL, WITH RIB AND VERTEBRAL ANOMALIES",5609
C4551862,"Ophthalmoplegia, Progressive Supranuclear",5610
C4551628,Opiate Abuse,5611
C0524662,Opiate Addiction,5612
C0029095,Opioid abuse,5613
C0029106,Opisthorchiasis,5614
C0277004,Opisthorchis felineus Infection,5615
C0277005,Opisthorchis viverrini Infection,5616
C2936904,"Opitz GBBB Syndrome, X-Linked",5617
C0796095,Opitz trigonocephaly syndrome,5618
C1801950,"Opitz-G syndrome, type 2",5619
C0002735,Oppenheim's Disease,5620
C0029121,Oppositional Defiant Disorder,5621
C0432219,Opsismodysplasia,5622
C0029124,Optic Atrophy,5623
C0338508,Optic Atrophy 1,5624
C1852267,OPTIC ATROPHY 1 AND DEAFNESS,5625
C4225227,"OPTIC ATROPHY 10 WITH OR WITHOUT ATAXIA, MENTAL RETARDATION, AND SEIZURES",5626
C4310628,OPTIC ATROPHY 11,5627
C1839576,OPTIC ATROPHY 2 (disorder),5628
C1854430,OPTIC ATROPHY 4 (disorder),5629
C1853139,OPTIC ATROPHY 5 (disorder),5630
C1850281,OPTIC ATROPHY 6 (disorder),5631
C2751812,OPTIC ATROPHY 7 (disorder),5632
C4085249,OPTIC ATROPHY 8,5633
C4225384,OPTIC ATROPHY 9,5634
C1833809,"OPTIC ATROPHY AND CATARACT, AUTOSOMAL DOMINANT",5635
C3276549,"OPTIC ATROPHY WITH OR WITHOUT DEAFNESS, OPHTHALMOPLEGIA, MYOPATHY, ATAXIA, AND NEUROPATHY",5636
C0917796,"Optic Atrophy, Hereditary, Leber",5637
C3810363,"Optic atrophy, intellectual disability syndrome",5638
C4225424,OPTIC DISC ANOMALIES WITH RETINAL AND/OR MACULAR DYSTROPHY,5639
C0029134,Optic Neuritis,5640
C0006849,Oral candidiasis,5641
C4021813,Oral cleft,5642
C0454606,Oral Dyskinesia,5643
C2931889,"Oral-facial-digital syndrome, type 2",5644
C0029231,"Organic Mental Disorders, Substance-Induced",5645
C0700359,Organophosphate poisoning,5646
C0353676,Organophosphorus Poisoning,5647
C3494248,Organothiophosphate Poisoning,5648
C3494247,Organothiophosphonate Poisoning,5649
C0029261,Orgasmic Disorder,5650
C0268542,Ornithine carbamoyltransferase deficiency,5651
C1861537,OROFACIAL CLEFT 1,5652
C1866070,OROFACIAL CLEFT 10,5653
C4225209,OROFACIAL CLEFT 15,5654
C1837210,OROFACIAL CLEFT 5,5655
C0406726,Orofaciodigital syndrome 3,5656
C0406727,Orofaciodigital syndrome 4,5657
C1868118,Orofaciodigital syndrome 5,5658
C0796102,Orofaciodigital syndrome 9,5659
C1510460,Orofaciodigital Syndrome I,5660
C2931426,Orofaciodigital syndrome type1,5661
C2745997,OROFACIODIGITAL SYNDROME VI,5662
C4014780,OROFACIODIGITAL SYNDROME XIV,5663
C4310701,OROFACIODIGITAL SYNDROME XV,5664
C4539729,OROFACIODIGITAL SYNDROME XVI,5665
C4693640,OROFACIODIGITAL SYNDROME XVII,5666
C4693651,OROFACIODIGITAL SYNDROME XVIII,5667
C0029294,Orofaciodigital Syndromes,5668
C0267071,Oropharyngeal Dysphagia,5669
C1857587,Orstavik Lindemann Solberg syndrome,5670
C4746777,ORTHOSTATIC HYPOTENSION 1,5671
C4748569,ORTHOSTATIC HYPOTENSION 2,5672
C0029401,Osteitis Deformans,5673
C0016063,Osteitis Fibrosa Disseminata,5674
C0029410,Osteoarthritis of hip,5675
C3887876,OSTEOARTHRITIS SUSCEPTIBILITY 1,5676
C0409959,"Osteoarthritis, Knee",5677
C0029411,"Osteoarthropathy, Primary Hypertrophic",5678
C0086743,Osteoarthrosis Deformans,5679
C4225162,"OSTEOCHONDRODYSPLASIA, COMPLEX LETHAL, SYMOENS-BARNES-GISTELINCK TYPE",5680
C1709353,Osteofibrous Dysplasia,5681
C0029434,Osteogenesis Imperfecta,5682
C0268362,Osteogenesis imperfecta type III (disorder),5683
C0268363,Osteogenesis imperfecta type IV (disorder),5684
C1853162,Osteogenesis Imperfecta Type VII,5685
C0268358,"Osteogenesis imperfecta, dominant perinatal lethal",5686
C1833736,"Osteogenesis imperfecta, Levin type",5687
C2931093,"Osteogenesis imperfecta, type 5",5688
C1850169,"OSTEOGENESIS IMPERFECTA, TYPE IX (disorder)",5689
C1970458,"Osteogenesis imperfecta, type VIII",5690
C3151211,"OSTEOGENESIS IMPERFECTA, TYPE X",5691
C3151218,"OSTEOGENESIS IMPERFECTA, TYPE XI",5692
C3151433,"OSTEOGENESIS IMPERFECTA, TYPE XII",5693
C3553887,"OSTEOGENESIS IMPERFECTA, TYPE XIII",5694
C3554428,"OSTEOGENESIS IMPERFECTA, TYPE XIV",5695
C4746956,"OSTEOGENESIS IMPERFECTA, TYPE XIX",5696
C4015610,"OSTEOGENESIS IMPERFECTA, TYPE XVI",5697
C4693736,"OSTEOGENESIS IMPERFECTA, TYPE XVIII",5698
C2674705,"Osteolysis, Hereditary, Of Carpal Bones With Or Without Nephropathy",5699
C0432268,Osteopathia striata cranial sclerosis,5700
C0029453,Osteopenia,5701
C0029454,Osteopetrosis,5702
C0432261,Osteopetrosis - intermediate type,5703
C1838258,Osteopetrosis and infantile neuroaxonal dystrophy,5704
C3179239,Osteopetrosis Autosomal Dominant Type 2,5705
C4748197,"OSTEOPETROSIS, AUTOSOMAL DOMINANT 3",5706
C1850127,"Osteopetrosis, Autosomal Recessive 1",5707
C0345407,"OSTEOPETROSIS, AUTOSOMAL RECESSIVE 3",5708
C1969106,"Osteopetrosis, Autosomal Recessive 4",5709
C1968603,"Osteopetrosis, Autosomal Recessive 5",5710
C1969093,"Osteopetrosis, Autosomal Recessive 6",5711
C3554478,"OSTEOPETROSIS, AUTOSOMAL RECESSIVE 8",5712
C0029455,Osteopoikilosis (disorder),5713
C1833699,"Osteopoikilosis, Isolated",5714
C0029456,Osteoporosis,5715
C0001787,"Osteoporosis, Age-Related",5716
C0029459,"Osteoporosis, Senile",5717
C0029463,Osteosarcoma,5718
C0029464,Osteosclerosis,5719
C3554665,OSTEOSCLEROTIC METAPHYSEAL DYSPLASIA,5720
C0344724,Ostium secundum atrial septal defect,5721
C0348616,Other restrictive cardiomyopathy,5722
C0029882,Otitis Media,5723
C0029883,Otitis Media with Effusion,5724
C0265251,Oto-Palato-digital syndrome type 1,5725
C0265242,Otocephaly,5726
C1833693,Otodental Dysplasia,5727
C1833691,Otofaciocervical Syndrome,5728
C3714941,OTOFACIOCERVICAL SYNDROME 1,5729
C3714942,OTOFACIOCERVICAL SYNDROME 2,5730
C4310614,OTULIN-related autoinflammatory syndrome,5731
C1862322,"Ovalocytosis, Malaysian-Melanesian-Filipino Type",5732
C0948216,Ovarian adenocarcinoma,5733
C0029925,Ovarian Carcinoma,5734
C3544205,Ovarian clear cell carcinoma,5735
C0029927,Ovarian Cysts,5736
C0342510,Ovarian dysgenesis,5737
C1845294,Ovarian Dysgenesis 2,5738
C3280471,OVARIAN DYSGENESIS 3,5739
C4015409,OVARIAN DYSGENESIS 4,5740
C4748084,OVARIAN DYSGENESIS 6,5741
C4748263,OVARIAN DYSGENESIS 7,5742
C0085215,"Ovarian Failure, Premature",5743
C1370419,Ovarian Granulosa Cell Tumor,5744
C0085083,Ovarian Hyperstimulation Syndrome,5745
C3494162,"Ovarian Hyperstimulation Syndrome, Familial Gestational Spontaneous",5746
C1335167,Ovarian Mucinous Adenocarcinoma,5747
C0919267,ovarian neoplasm,5748
C1335177,Ovarian Serous Adenocarcinoma,5749
C1847967,OVARIOLEUKODYSTROPHY,5750
C0878773,Overactive Bladder,5751
C0573196,Overdose of cocaine,5752
C1298681,Oxalosis,5753
C0949856,Oxidative Phosphorylation Deficiencies,5754
C1510502,Oxyphilic Adenoma,5755
C0266483,Pachygyria,5756
C0030167,Pachymeningitis,5757
C0265334,Pachyonychia Congenita,5758
C3714948,PACHYONYCHIA CONGENITA 3,5759
C3714949,PACHYONYCHIA CONGENITA 4,5760
C1706595,"Pachyonychia Congenita, Jadassohn Lewandowsky Type",5761
C1721007,"Pachyonychia Congenita, Type 2 (disorder)",5762
C4085250,PAGET DISEASE OF BONE 6,5763
C1720830,Painful Bladder Syndrome,5764
C3808876,"PALMOPLANTAR CARCINOMA, MULTIPLE SELF-HEALING",5765
C2674504,Palmoplantar Hyperkeratosis And True Hermaphroditism,5766
C3149931,"PALMOPLANTAR HYPERKERATOSIS WITH SQUAMOUS CELL CARCINOMA OF SKIN AND 46,XX SEX REVERSAL",5767
C3502495,Palmoplantar Hyperkeratosis with Squamous Cell Carcinoma of Skin and Sex Reversal,5768
C4015202,PALMOPLANTAR KERATODERMA AND WOOLLY HAIR,5769
C3810072,Palmoplantar keratoderma Nagashima type,5770
C1835672,Palmoplantar Keratoderma with Deafness,5771
C3806745,"PALMOPLANTAR KERATODERMA, MUTILATING, WITH PERIORIFICIAL KERATOTIC PLAQUES, X-LINKED",5772
C1833030,"PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC",5773
C4552049,"PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC, FOCAL 1",5774
C4225339,"PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC, FOCAL 2",5775
C3810394,"PALMOPLANTAR KERATODERMA, NONEPIDERMOLYTIC, FOCAL OR DIFFUSE",5776
C0022596,Palmoplantar Keratosis,5777
C0264393,Panacinar Emphysema,5778
C0393676,Panayiotopoulos Syndrome,5779
C3891828,PANCREATIC AGENESIS 1,5780
C1850096,"Pancreatic Agenesis, Congenital",5781
C1836780,PANCREATIC AND CEREBELLAR AGENESIS,5782
C0235974,Pancreatic carcinoma,5783
C2931038,"Pancreatic carcinoma, familial",5784
C1335302,Pancreatic Ductal Adenocarcinoma,5785
C1328479,Pancreatic Endocrine Carcinoma,5786
C3280527,PANCREATIC LIPASE DEFICIENCY,5787
C0030297,Pancreatic Neoplasm,5788
C0268417,Pancreatic trypsinogen deficiency,5789
C0030305,Pancreatitis,5790
C0149521,"Pancreatitis, Chronic",5791
C0030312,Pancytopenia,5792
C0242343,Panhypopituitarism,5793
C0342376,Panhypopituitarism - X-linked,5794
C0086769,Panic Attacks,5795
C0030319,Panic Disorder,5796
C0205650,Papillary adenoma,5797
C0334578,Papillary ependymoma,5798
C3163622,Papillary Meningioma,5799
C1306837,Papillary Renal Cell Carcinoma,5800
C0238463,Papillary thyroid carcinoma,5801
C0030354,Papilloma,5802
C0205874,"Papilloma, Squamous Cell",5803
C0205875,Papillomatosis,5804
C0030360,Papillon-Lefevre Disease,5805
C0030421,Paraganglioma,5806
C1847319,PARAGANGLIOMA AND GASTRIC STROMAL SARCOMA,5807
C1866552,PARAGANGLIOMAS 2 (disorder),5808
C1854336,PARAGANGLIOMAS 3,5809
C1861848,PARAGANGLIOMAS 4,5810
C3279992,PARAGANGLIOMAS 5,5811
C0030437,Parakeratosis Variegata,5812
C0030446,Paralytic Ileus,5813
C0221055,Paramyotonia Congenita (disorder),5814
C1868619,Paramyotonia Congenita Without Cold Paralysis,5815
C1456784,Paranoia,5816
C0349398,Paranoid delusion,5817
C0036349,Paranoid Schizophrenia,5818
C0030491,Parapsoriasis,5819
C0162442,Parapsoriasis en Plaques,5820
C2931434,Paraquat lung,5821
C0751304,Parasagittal Meningioma,5822
C0262587,Parathyroid Adenoma,5823
C1840403,"Parathyroid Adenoma, Familial",5824
C0687150,Parathyroid Gland Adenocarcinoma,5825
C0030524,Paratuberculosis,5826
C1868598,PARIETAL FORAMINA,5827
C1868599,PARIETAL FORAMINA 1,5828
C1865044,PARIETAL FORAMINA 2,5829
C1868597,Parietal Foramina With Cleidocranial Dysplasia,5830
C0030567,Parkinson Disease,5831
C1853202,"PARKINSON DISEASE 13, AUTOSOMAL DOMINANT, SUSCEPTIBILITY TO",5832
C1850100,"PARKINSON DISEASE 15, AUTOSOMAL RECESSIVE (disorder)",5833
C3280133,PARKINSON DISEASE 17,5834
C3280271,PARKINSON DISEASE 18,5835
C3809811,"PARKINSON DISEASE 19A, JUVENILE-ONSET",5836
C4310802,"PARKINSON DISEASE 19B, EARLY-ONSET",5837
C1868675,"PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE",5838
C3809824,"PARKINSON DISEASE 20, EARLY-ONSET",5839
C4225238,"PARKINSON DISEASE 22, AUTOSOMAL DOMINANT",5840
C4225186,"PARKINSON DISEASE 23, AUTOSOMAL RECESSIVE EARLY-ONSET",5841
C1853833,"Parkinson Disease 6, Autosomal Recessive Early-Onset",5842
C1853445,"PARKINSON DISEASE 7, AUTOSOMAL RECESSIVE EARLY-ONSET",5843
C1846862,PARKINSON DISEASE 8 (disorder),5844
C3160718,"PARKINSON DISEASE, LATE-ONSET",5845
C1838867,"PARKINSON DISEASE, MITOCHONDRIAL (disorder)",5846
C0751414,"Parkinson Disease, Secondary Vascular",5847
C3806722,"PARKINSONISM WITH SPASTICITY, X-LINKED",5848
C0752101,"Parkinsonism, Experimental",5849
C0752105,"Parkinsonism, Juvenile",5850
C4747991,"PARKINSONISM-DYSTONIA, INFANTILE, 2",5851
C3149265,Parotid oncocytoma,5852
C0235480,Paroxysmal atrial fibrillation,5853
C1833661,PAROXYSMAL EXTREME PAIN DISORDER,5854
C0340493,Paroxysmal familial ventricular fibrillation,5855
C1868682,Paroxysmal kinesigenic choreoathetosis,5856
C0024790,Paroxysmal nocturnal hemoglobinuria,5857
C3806670,PAROXYSMAL NOCTURNAL HEMOGLOBINURIA 1,5858
C3809369,PAROXYSMAL NOCTURNAL HEMOGLOBINURIA 2,5859
C1869117,Paroxysmal nonkinesigenic dyskinesia,5860
C4551506,Paroxysmal Nonkinesigenic Dyskinesia 1,5861
C0431368,Partial agenesis of corpus callosum,5862
C0344735,Partial atrioventricular canal,5863
C3661483,Partial Fetal Alcohol Syndrome,5864
C0796250,PARTINGTON X-LINKED MENTAL RETARDATION SYNDROME,5865
C1868581,"Patella aplasia, coxa vara, tarsal synostosis",5866
C0013274,Patent ductus arteriosus,5867
C4310753,PATENT DUCTUS ARTERIOSUS 3,5868
C2936170,Patent Ductus Arteriosus Familial,5869
C4749378,Paternal uniparental disomy of chromosome 6,5870
C1868569,Patterned dystrophy of retinal pigment epithelium,5871
C2362324,Pediatric Obesity,5872
C1849193,PEELING SKIN SYNDROME,5873
C4015729,PEELING SKIN SYNDROME 3,5874
C4225407,PEELING SKIN SYNDROME 4,5875
C4310710,PEELING SKIN SYNDROME 5,5876
C4748093,PEELING SKIN SYNDROME 6,5877
C1853354,"Peeling skin syndrome, acral type",5878
C4225381,"PEELING SKIN WITH LEUKONYCHIA, ACRAL PUNCTATE KERATOSES, CHEILITIS, AND KNUCKLE PADS",5879
C1850055,PEHO syndrome,5880
C0030781,Peliosis Hepatis,5881
C0205711,Pelizaeus-Merzbacher Disease,5882
C0751915,"Pelizaeus-Merzbacher Disease, Atypical",5883
C0751917,"Pelizaeus-Merzbacher Disease, Transitional",5884
C1850053,"Pelizaeus-Merzbacher-like disease, autosomal recessive, 2",5885
C1850040,Pelviscapular dysplasia,5886
C0030804,"Pemphigoid, Benign Mucous Membrane",5887
C0030809,Pemphigus Vulgaris,5888
C1276035,Pena-Shokeir syndrome type I,5889
C0271829,Pendred's syndrome,5890
C0271388,Pendular Nystagmus,5891
C0559483,Pentalogy of Cantrell,5892
C0268162,Pentosuria,5893
C0030920,Peptic Ulcer,5894
C2931895,Pericardial constriction with growth failure,5895
C0031046,Pericarditis,5896
C0751691,Perineurioma,5897
C0271382,Periodic Alternating Nystagmus,5898
C3553418,"PERIODIC FEVER, MENSTRUAL CYCLE-DEPENDENT",5899
C1279412,periodic paralysis (finding),5900
C4751573,Periodic paralysis with later-onset distal motor neuropathy,5901
C4751572,Periodic paralysis with transient compartment-like syndrome,5902
C0031099,Periodontitis,5903
C4551681,"Periodontitis, Aggressive, 1",5904
C0600298,Periodontosis,5905
C0270922,Peripheral demyelinating neuropathy,5906
C4721502,Peripheral dysostosis,5907
C0751689,Peripheral Nerve Sheath Neoplasm,5908
C4748283,"PERIPHERAL NEUROPATHY, AUTOSOMAL RECESSIVE, WITH OR WITHOUT IMPAIRED INTELLECTUAL DEVELOPMENT",5909
C3280556,"PERIPHERAL NEUROPATHY, MYOPATHY, HOARSENESS, AND HEARING LOSS",5910
C4273673,Peripheral resistance to thyroid hormone,5911
C0079774,Peripheral T-Cell Lymphoma,5912
C1845668,Perisylvian syndrome,5913
C0031154,Peritonitis,5914
C1849173,Periventricular gray matter heterotopia,5915
C1848213,"Periventricular Heterotopia, X-Linked",5916
C1868720,Periventricular Nodular Heterotopia,5917
C3809872,PERIVENTRICULAR NODULAR HETEROTOPIA 6,5918
C4310669,PERIVENTRICULAR NODULAR HETEROTOPIA 7,5919
C4748602,PERIVENTRICULAR NODULAR HETEROTOPIA 8,5920
C0521754,Permanent Nystagmus,5921
C2931280,Perniola Krajewska Carnevale syndrome,5922
C1849678,Peroxisomal ACYL-COA oxidase deficiency,5923
C0751708,"Peroxisomal Dysfunction, General",5924
C0751709,"Peroxisomal Dysfunction, Multiple",5925
C0751710,"Peroxisomal Dysfunction, Single",5926
C4015344,PEROXISOMAL FATTY ACYL-CoA REDUCTASE 1 DISORDER,5927
C3553999,PEROXISOME BIOGENESIS DISORDER 10A (ZELLWEGER),5928
C4479254,PEROXISOME BIOGENESIS DISORDER 10B,5929
C3554000,PEROXISOME BIOGENESIS DISORDER 11A (ZELLWEGER),5930
C3554001,PEROXISOME BIOGENESIS DISORDER 11B,5931
C3554002,PEROXISOME BIOGENESIS DISORDER 12A (ZELLWEGER),5932
C3554004,PEROXISOME BIOGENESIS DISORDER 13A (ZELLWEGER),5933
C3554055,PEROXISOME BIOGENESIS DISORDER 14B,5934
C4721541,PEROXISOME BIOGENESIS DISORDER 1A (ZELLWEGER),5935
C3550273,PEROXISOME BIOGENESIS DISORDER 2A (ZELLWEGER),5936
C3550234,PEROXISOME BIOGENESIS DISORDER 2B,5937
C3553929,PEROXISOME BIOGENESIS DISORDER 3A (ZELLWEGER),5938
C3550693,PEROXISOME BIOGENESIS DISORDER 3B,5939
C3553936,PEROXISOME BIOGENESIS DISORDER 4A (ZELLWEGER),5940
C3553937,PEROXISOME BIOGENESIS DISORDER 4B,5941
C3553940,PEROXISOME BIOGENESIS DISORDER 5A (ZELLWEGER),5942
C3542026,PEROXISOME BIOGENESIS DISORDER 5B,5943
C3553947,PEROXISOME BIOGENESIS DISORDER 6A (ZELLWEGER),5944
C3553948,PEROXISOME BIOGENESIS DISORDER 6B,5945
C3888385,PEROXISOME BIOGENESIS DISORDER 7A (ZELLWEGER),5946
C3553951,PEROXISOME BIOGENESIS DISORDER 7B,5947
C3553959,PEROXISOME BIOGENESIS DISORDER 8A (ZELLWEGER),5948
C3553960,PEROXISOME BIOGENESIS DISORDER 8B,5949
C4551721,PERRAULT SYNDROME 1,5950
C3554105,PERRAULT SYNDROME 2,5951
C3808414,PERRAULT SYNDROME 3,5952
