diseaseId,diseaseName,did
C3809526,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 17,1651
C3810001,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 18,1652
C3810055,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 19,1653
C1864843,Combined Oxidative Phosphorylation Deficiency 2,1654
C4014660,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 20,1655
C4014668,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 21,1656
C4015062,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 22,1657
C4015447,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 23,1658
C4015643,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 24,1659
C4225329,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 25,1660
C4225290,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 26,1661
C4225251,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 27,1662
C4225206,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 28,1663
C4225200,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 29,1664
C1864840,Combined Oxidative Phosphorylation Deficiency 3,1665
C4310773,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 30,1666
C4310661,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 31,1667
C4540029,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 32,1668
C4540209,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 33,1669
C4693450,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34,1670
C4693466,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 35,1671
C4693722,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 36,1672
C1857682,Combined Oxidative Phosphorylation Deficiency 4,1673
C2673642,Combined Oxidative Phosphorylation Deficiency 5,1674
C3151753,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 6,1675
C3150801,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 7,1676
C3279793,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 8,1677
C3281234,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 9,1678
C2673635,Combined Saposin Deficiency,1679
C0751635,Common Carotid Artery Stenosis,1680
C0750988,Common Carotid Artery Thrombosis,1681
C0338480,Common Migraine,1682
C0009447,Common Variable Immunodeficiency,1683
C0009451,Communicating Hydrocephalus,1684
C1257965,Compensatory Hyperinsulinemia,1685
C3150275,COMPLEMENT COMPONENT 2 DEFICIENCY,1686
C1852700,"Complement Component 4, Partial Deficiency Of",1687
C3280642,Complement Component 4a Deficiency,1688
C0343047,Complement component 5 deficiency,1689
C2676232,Complement Component 6 Deficiency,1690
C1864694,Complement Component 7 Deficiency,1691
C3151081,"COMPLEMENT COMPONENT 8 DEFICIENCY, TYPE I",1692
C3151080,"COMPLEMENT COMPONENT 8 DEFICIENCY, TYPE II",1693
C3151078,Complement Component C1s Deficiency,1694
C3809950,COMPLEMENT FACTOR B DEFICIENCY,1695
C0398764,Complement Factor D Deficiency,1696
C3463916,Complement Factor I (C3 inactivator) deficiency,1697
C4538570,"COMPLEMENT HYPERACTIVATION, ANGIOPATHIC THROMBOSIS, AND PROTEIN-LOSING ENTEROPATHY",1698
C0678213,Complete hydatidiform mole,1699
C3839609,Complex craniosynostosis,1700
C0349578,Complex Endometrial Hyperplasia,1701
C0149958,Complex partial seizures,1702
C0393734,Complex Partial Status Epilepticus,1703
C0393556,Complicated hereditary spastic paraplegia,1704
C0282313,"Condition, Preneoplastic",1705
C0018777,Conductive hearing loss,1706
C0730290,Cone Dystrophy,1707
C1865869,CONE DYSTROPHY 3 (disorder),1708
C2751308,CONE DYSTROPHY 4 (disorder),1709
C0339537,Cone monochromatism,1710
C2931074,Cone rod dystrophy amelogenesis imperfecta,1711
C4085590,Cone-Rod Dystrophies,1712
C1846529,CONE-ROD DYSTROPHY 10,1713
C1835865,Cone-Rod Dystrophy 11,1714
C2750720,Cone-Rod Dystrophy 13,1715
C3150912,CONE-ROD DYSTROPHY 15,1716
C3281045,CONE-ROD DYSTROPHY 16,1717
C3809299,CONE-ROD DYSTROPHY 18,1718
C4014501,CONE-ROD DYSTROPHY 19,1719
C3489532,Cone-Rod Dystrophy 2,1720
C4014856,CONE-ROD DYSTROPHY 20,1721
C1832976,Cone-Rod Dystrophy 5,1722
C1863634,Cone-Rod Dystrophy 7,1723
C1423873,CONE-ROD DYSTROPHY 9,1724
C4310657,CONE-ROD DYSTROPHY AND HEARING LOSS,1725
C2751764,"CONE-ROD DYSTROPHY, AIPL1-RELATED (disorder)",1726
C1844776,"CONE-ROD DYSTROPHY, X-LINKED, 1",1727
C1845407,"CONE-ROD DYSTROPHY, X-LINKED, 3",1728
C4041558,"Cone-rod synaptic disorder, congenital nonprogressive",1729
C0432357,Congenital absence of breast with absent nipple,1730
C1609433,Congenital absence of kidneys syndrome,1731
C0265780,Congenital absence of lung,1732
C1321907,Congenital absence of parathyroid gland,1733
C0495499,"Congenital absence, atresia and stricture of auditory canal (external)",1734
C0175755,Congenital absent nipple,1735
C0001627,Congenital adrenal hyperplasia,1736
C0268292,Congenital adrenal hyperplasia due to 11-Beta-hydroxylase deficiency,1737
C2936858,Congenital adrenal hyperplasia due to 21 hydroxylase deficiency,1738
C3540662,Congenital Amaurosis of Retinal Origin,1739
C1327915,Congenital amegakaryocytic thrombocytopenia,1740
C0345050,Congenital aneurysm of ascending aorta,1741
C4539968,"CONGENITAL ANOMALIES OF KIDNEY AND URINARY TRACT SYNDROME WITH OR WITHOUT HEARING LOSS, ABNORMAL EARS, OR DEVELOPMENTAL DELAY",1742
C0393778,Congenital anosmia,1743
C0521802,Congenital atransferrinemia,1744
C0403814,Congenital bilateral aplasia of vas deferens,1745
C0009691,Congenital cataract,1746
C1858726,"Congenital Cataracts, Facial Dysmorphism, And Neuropathy",1747
C3280965,"CONGENITAL CATARACTS, HEARING LOSS, AND NEURODEGENERATION",1748
C4302200,Congenital central hypothyroidism,1749
C4511136,Congenital central hypothyroidism due to thyrotropin-releasing hormone receptor deficiency,1750
C1275808,Congenital central hypoventilation,1751
C0852975,Congenital cerebellar ataxia,1752
C0267662,Congenital chloride diarrhea,1753
C0009081,Congenital clubfoot,1754
C0266551,Congenital coloboma of iris,1755
C0220668,Congenital contractural arachnodactyly,1756
C4225398,"CONGENITAL CONTRACTURES OF THE LIMBS AND FACE, HYPOTONIA, AND DEVELOPMENTAL DELAY",1757
C2931779,Congenital defect of skull and scalp,1758
C0340957,Congenital deficiency of intrinsic factor,1759
C0235833,Congenital diaphragmatic hernia,1760
C0265563,Congenital dislocation of radial head,1761
C0349653,Congenital disorder of glycosylation type 1A,1762
C1865145,Congenital disorder of glycosylation type 1B,1763
C2930997,Congenital disorder of glycosylation type 1C,1764
C2931001,Congenital disorder of glycosylation type 1G,1765
C2931002,Congenital disorder of glycosylation type 1H,1766
C2931004,Congenital disorder of glycosylation type 1J,1767
C2931005,Congenital disorder of glycosylation type 1K,1768
C2931006,Congenital disorder of glycosylation type 1L,1769
C4317224,Congenital disorder of glycosylation type 1q,1770
C3281084,Congenital disorder of glycosylation type 1r,1771
C4317295,Congenital disorder of glycosylation type 1s,1772
C3810062,Congenital disorder of glycosylation type 1w,1773
C2931007,Congenital disorder of glycosylation type 1X,1774
C4012395,Congenital disorder of glycosylation type 1y,1775
C2931008,Congenital disorder of glycosylation type 2A,1776
C2931009,Congenital disorder of glycosylation type 2D,1777
C2931010,Congenital disorder of glycosylation type 2E,1778
C4693905,CONGENITAL DISORDER OF GLYCOSYLATION WITH DEFECTIVE FUCOSYLATION,1779
C0398739,"Congenital disorder of glycosylation, type 2C",1780
C2931011,"Congenital disorder of glycosylation, type 2G",1781
C4310727,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iaa",1782
C1832736,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Id",1783
C1837396,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ie",1784
C1836669,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE If",1785
C1842836,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ii",1786
C1853736,"Congenital Disorder Of Glycosylation, Type IIB",1787
C1970344,"Congenital Disorder Of Glycosylation, Type IIF",1788
C1970021,"Congenital Disorder Of Glycosylation, Type IIH",1789
C3150736,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIj",1790
C3553230,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIl",1791
C4225234,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIn",1792
C4225191,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIo",1793
C4225190,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIp",1794
C4479353,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIq",1795
C1835849,"Congenital Disorder Of Glycosylation, Type Im",1796
C2677590,"Congenital Disorder Of Glycosylation, Type In",1797
C2752007,"Congenital Disorder of Glycosylation, Type Io",1798
C3150913,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ip",1799
C3554385,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iu",1800
C0002876,Congenital dyserythropoietic anemia,1801
C3150926,Congenital dyserythropoietic anemia type IV,1802
C0271933,"Congenital dyserythropoietic anemia, type I",1803
C1306589,"Congenital dyserythropoietic anemia, type II",1804
C0271934,"Congenital dyserythropoietic anemia, type III",1805
C1744559,Congenital ectodermal dysplasia of face,1806
C1306503,Congenital exomphalos,1807
C0546264,Congenital Fiber Type Disproportion,1808
C1302995,Congenital Fibrosis of the Extraocular Muscles,1809
C0016508,Congenital Foot Deformity,1810
C1720862,Congenital Generalized Lipodystrophy Type 1,1811
C1720863,Congenital Generalized Lipodystrophy Type 2,1812
C0268186,Congenital glucose-galactose malabsorption,1813
C4479250,CONGENITAL HEART DEFECTS AND ECTODERMAL DYSPLASIA,1814
C4479246,"CONGENITAL HEART DEFECTS, DYSMORPHIC FACIAL FEATURES, AND INTELLECTUAL DEVELOPMENTAL DISORDER",1815
C3151867,"CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 1, X-LINKED",1816
C3554279,"CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 2",1817
C4014310,"CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 4",1818
C4693563,"CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 5",1819
C3151221,"CONGENITAL HEART DEFECTS, MULTIPLE TYPES, 6",1820
C0235753,Congenital hemangioma,1821
C0265267,Congenital Hemidysplasia with Ichthyosiform Erythroderma and Limb Defects,1822
C0332890,Congenital hemihypertrophy,1823
C1562689,Congenital hereditary endothelial dystrophy,1824
C0265700,Congenital hernia of foramen of Bochdalek,1825
C0265699,Congenital hernia of foramen of Morgagni,1826
C0020256,Congenital Hydrocephalus,1827
C3888018,Congenital Hyperinsulinism,1828
C2584774,Congenital hypofibrinogenemia,1829
C3899503,Congenital hypogonadotropic hypogonadism,1830
C0393818,Congenital hypomyelinating neuropathy,1831
C0685381,Congenital hypoplasia of radius,1832
C0949116,Congenital hypoplastic anemia,1833
C0010308,Congenital Hypothyroidism,1834
C0020758,Congenital ichthyosis,1835
C3661523,Congenital Intestinal Aganglionosis,1836
C0344530,Congenital keratoglobus,1837
C1141890,Congenital long QT syndrome,1838
C1302790,Congenital malformation syndrome,1839
C1318558,Congenital melanocytic nevus,1840
C1332965,Congenital Mesoblastic Nephroma,1841
C0272087,Congenital Methemoglobinemia,1842
C2677180,Congenital microcephaly,1843
C3850155,Congenital Microtia,1844
C0699743,Congenital muscular dystrophy (disorder),1845
C1802395,Congenital muscular hypertrophy-cerebral syndrome,1846
C1850792,Congenital myasthenic syndrome ib,1847
C0751883,"Congenital Myasthenic Syndromes, Postsynaptic",1848
C0751884,"Congenital Myasthenic Syndromes, Presynaptic",1849
C0410226,Congenital Myotonic Dystrophy,1850
C0677501,Congenital Nephrogenic Diabetes Insipidus,1851
C0340970,Congenital neutropenia,1852
C4755251,"Congenital neutropenia, myelofibrosis, nephromegaly syndrome",1853
C0079154,Congenital Nonbullous Ichthyosiform Erythroderma,1854
C0700501,Congenital nystagmus,1855
C0009363,Congenital ocular coloboma (disorder),1856
C0795690,Congenital omphalocele,1857
C3645711,Congenital Osteopetrosis,1858
C0002768,Congenital Pain Insensitivity,1859
C0266468,Congenital pontocerebellar hypoplasia,1860
C3554226,Congenital pontocerebellar hypoplasia type 7,1861
C3554209,Congenital pontocerebellar hypoplasia type 8,1862
C0302892,Congenital porencephaly,1863
C0238506,Congenital posterior urethral valves,1864
C0266573,Congenital ptosis,1865
C3665704,Congenital reticular ichthyosiform erythroderma,1866
C0035353,Congenital retrognathism,1867
C0267663,"Congenital secretory diarrhea, sodium type (disorder)",1868
C0152423,Congenital small ears,1869
C0752282,Congenital Structural Myopathy,1870
C2930896,"Congenital thrombotic disease, due to Protein C deficiency",1871
C0266539,Congenital total cataract,1872
C0018802,Congestive heart failure,1873
C0521757,Conjugate Nystagmus,1874
C0009777,Conn Adenoma,1875
C1384514,Conn Syndrome,1876
C0795907,CONOTRUNCAL ANOMALY FACE SYNDROME,1877
C1857586,CONOTRUNCAL HEART MALFORMATIONS (disorder),1878
C0011616,Contact Dermatitis,1879
C1845408,Contiguous Abcd1-Dxs1375e Deletion Syndrome,1880
C1834559,"Continuous Muscle Fiber Activity, Hereditary",1881
C0009917,Contracture,1882
C0009918,Contracture of joint,1883
C0279702,Conventional (Clear Cell) Renal Cell Carcinoma,1884
C0521759,Convergence Nystagmus,1885
C4551769,"Convulsions, Benign Familial Infantile, 1",1886
C0002875,Cooley's anemia,1887
C1876165,Copper-Overload Cirrhosis,1888
C1392104,Coralliform cataract,1889
C1857574,CORNEA PLANA 2,1890
C1857572,CORNEAL DYSTROPHY AND PERCEPTIVE DEAFNESS,1891
C2750450,"CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL, 4",1892
C3809798,"CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL, 8",1893
C1850959,"Corneal dystrophy, Fuchs' endothelial, 1",1894
C0339277,"Corneal Dystrophy, Juvenile Epithelial of Meesmann",1895
C0339273,"Corneal dystrophy, Lattice type 3",1896
C1852795,"CORNEAL DYSTROPHY, POSTERIOR POLYMORPHOUS, 2",1897
C4747961,"CORNEAL DYSTROPHY, POSTERIOR POLYMORPHOUS, 4",1898
C1852555,"CORNEAL ENDOTHELIAL DYSTROPHY 1, AUTOSOMAL DOMINANT",1899
C1857569,CORNEAL ENDOTHELIAL DYSTROPHY 2,1900
C0270972,Cornelia De Lange Syndrome,1901
C4551851,Cornelia de Lange Syndrome 1,1902
C1853099,Cornelia de Lange Syndrome 3,1903
C3553517,CORNELIA DE LANGE SYNDROME 4,1904
C3550903,CORNELIA DE LANGE SYNDROME 5,1905
C1856266,Coronal craniosynostosis,1906
C0010051,Coronary Aneurysm,1907
C0010054,Coronary Arteriosclerosis,1908
C1956346,Coronary Artery Disease,1909
C1970440,"CORONARY ARTERY DISEASE, AUTOSOMAL DOMINANT 2 (disorder)",1910
C1842247,"CORONARY ARTERY DISEASE, AUTOSOMAL DOMINANT, 1",1911
C0010073,Coronary Artery Vasospasm,1912
C0010068,Coronary heart disease,1913
C0242231,Coronary Stenosis,1914
C0795950,Corpus callosum agenesis neuronopathy,1915
C3179058,Corpus Callosum Malformation,1916
C4225193,"CORPUS CALLOSUM, AGENESIS OF, WITH FACIAL ANOMALIES AND CEREBELLAR ATAXIA",1917
C0796184,"Corpus Callosum, Agenesis of, with Facial Anomalies and Robin Sequence",1918
C1845446,"Corpus Callosum, Agenesis of, with Mental Retardation, Ocular Coloboma, and Micrognathia",1919
C0010093,Corpus Luteum Cyst,1920
C0431380,Cortical Dysplasia,1921
C4552043,Cortical dysplasia with focal epilepsy syndrome,1922
C3809013,"CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 2",1923
C3809414,"CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 3",1924
C3809420,"CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 4",1925
C3810407,"CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 5",1926
C4014283,"CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 6",1927
C3552236,"CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 7",1928
C4748540,"CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 9",1929
C3279875,"CORTICAL MALFORMATIONS, OCCIPITAL",1930
C4021568,Cortical pulverulent cataract,1931
C1852529,Corticosteroid-Binding Globulin Deficiency,1932
C0268293,Corticosterone Methyl Oxidase Type I Deficiency,1933
C3463917,Corticosterone Methyl Oxidase Type II Deficiency,1934
C0270755,Corticostriatal-Spinal Degeneration,1935
C1291245,Cortisone reductase deficiency,1936
C3551716,CORTISONE REDUCTASE DEFICIENCY 1,1937
C3553382,CORTISONE REDUCTASE DEFICIENCY 2,1938
C0587248,Costello syndrome (disorder),1939
C0795910,COWCHOCK SYNDROME,1940
C3554517,COWDEN SYNDROME 4,1941
C4225179,COWDEN SYNDROME 7,1942
C2973787,Coxiella burnetii Infection,1943
C0432235,CRANIOECTODERMAL DYSPLASIA 1,1944
C3150874,CRANIOECTODERMAL DYSPLASIA 2,1945
C3279807,CRANIOECTODERMAL DYSPLASIA 3,1946
C3280616,CRANIOECTODERMAL DYSPLASIA 4,1947
C3280099,CRANIOFACIAL ANOMALIES AND ANTERIOR SEGMENT DYSGENESIS SYNDROME,1948
C2931196,Craniofacial dysostosis type 1,1949
C4303860,Craniofacial ulnar renal syndrome,1950
C0220767,Craniofrontonasal dysplasia,1951
C1843042,Craniolenticulosutural Dysplasia,1952
C1852502,"CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL DOMINANT",1953
C2678439,CRANIOOSTEOARTHROPATHY,1954
C0152426,Craniorachischisis,1955
C0265541,Cranioschisis,1956
C0010278,Craniosynostosis,1957
C3715051,CRANIOSYNOSTOSIS 3,1958
C3806917,CRANIOSYNOSTOSIS 4,1959
C3809819,"CRANIOSYNOSTOSIS 5, SUSCEPTIBILITY TO",1960
C4225269,CRANIOSYNOSTOSIS 6,1961
C4479496,CRANIOSYNOSTOSIS 7,1962
C3280073,CRANIOSYNOSTOSIS AND DENTAL ANOMALIES,1963
C4551902,"Craniosynostosis, Type 1",1964
C1858160,"CRANIOSYNOSTOSIS, TYPE 2",1965
C0751021,Crescendo Transient Ischemic Attacks,1966
C0206138,CREST Syndrome,1967
C0022336,Creutzfeldt-Jakob disease,1968
C0751254,"Creutzfeldt-Jakob Disease, Familial",1969
C0010314,Cri-du-Chat Syndrome,1970
C1832409,Crisponi syndrome,1971
C4310742,CRISPONI/COLD-INDUCED SWEATING SYNDROME 3,1972
C0010346,Crohn Disease,1973
C0156147,Crohn's disease of large bowel,1974
C0267380,Crohn's disease of the ileum,1975
C0010398,Cruveilhier-Baumgarten Syndrome,1976
C2316212,Cryopyrin-Associated Periodic Syndromes,1977
C0524611,Cryptogenic Chronic Hepatitis,1978
C0393698,Cryptogenic Infantile Spasms,1979
C0751640,Cryptogenic Partial Complex Epilepsy,1980
C0751117,Cryptogenic Tonic-Clonic Epilepsy,1981
C0265233,Cryptophthalmos syndrome,1982
C1852453,"Cryptophthalmos, Unilateral or Bilateral, Isolated",1983
C0010417,Cryptorchidism,1984
C0010474,Curling Ulcer,1985
C0406733,Curly hair-ankyloblepharon-nail dysplasia syndrome,1986
C1531773,Currarino triad,1987
C0010481,Cushing Syndrome,1988
C0002991,Cutaneous Fibrous Histiocytoma,1989
C0151779,Cutaneous Melanoma,1990
C0010495,Cutis Laxa,1991
C2750804,"Cutis Laxa With Severe Pulmonary, Gastrointestinal, And Urinary Abnormalities",1992
C0268350,"Cutis Laxa, Autosomal Dominant",1993
C4225268,"CUTIS LAXA, AUTOSOMAL DOMINANT 3",1994
C0268351,"Cutis Laxa, Autosomal Recessive, Type I",1995
C3280798,"CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IB",1996
C0268355,"Cutis Laxa, Autosomal Recessive, Type IIA",1997
C2751987,"Cutis Laxa, Autosomal Recessive, Type IIB",1998
C4479387,"CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIC",1999
C4479409,"CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IID",2000
C3280799,"CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIIB",2001
C2931134,"Cutis laxa, recessive",2002
C0432336,"Cutis laxa, recessive, type I",2003
C0345419,Cutis marmorata telangiectatica congenita,2004
C3151421,"CYANOSIS, TRANSIENT NEONATAL",2005
C0010709,Cyst,2006
C3495552,Cystathionase Deficiency,2007
C0751202,Cystathionine beta-Synthase Deficiency Disease,2008
C4553297,Cystic Echinocccosis,2009
C0010674,Cystic Fibrosis,2010
C1859047,CYSTIC FIBROSIS MODIFIER 1,2011
C0022679,Cystic kidney,2012
C1857423,Cystic Kidney Disease with Ventriculomegaly,2013
C4551631,Cystic liver disease,2014
C0392775,Cystic medial necrosis of aorta,2015
C4316899,Cystinosis,2016
C2749685,"CYSTINOSIS, ATYPICAL NEPHROPATHIC (disorder)",2017
C2931013,"Cystinosis, benign, nonnephropathic",2018
C0010691,Cystinuria,2019
C1857388,"Cystinuria, Type A",2020
C1857389,"Cystinuria, Type B",2021
C0268237,Cytochrome-c Oxidase Deficiency,2022
C0342735,Cytosolic acetoacetyl-CoA thiolase deficiency,2023
C3152055,D-2-HYDROXYGLUTARIC ACIDURIA 1,2024
C0342765,D-Glyceric aciduria,2025
C1291386,D-glycericacidemia,2026
C0796254,"DANDY-WALKER MALFORMATION WITH MENTAL RETARDATION, BASAL GANGLIA DISEASE, AND SEIZURES",2027
C0010964,Dandy-Walker Syndrome,2028
C0268354,De Barsy syndrome,2029
C1850555,De La Chapelle Dysplasia,2030
C0265201,De Sanctis-Cacchione syndrome,2031
C1857395,De Toni-Debre-Fanconi Syndrome,2032
C1282908,De Vaal's syndrome,2033
C4082305,Deaf Mutism,2034
C3806275,DEAFNESS AND MYOPIA,2035
C1856186,Deafness enamel hypoplasia nail defects,2036
C0751068,"Deafness, Acquired",2037
C1838854,"DEAFNESS, AMINOGLYCOSIDE-INDUCED",2038
C1852282,"DEAFNESS, AUTOSOMAL DOMINANT 1 (disorder)",2039
C1832476,"Deafness, Autosomal Dominant 10",2040
C1832475,"Deafness, Autosomal Dominant 11",2041
C1832187,"Deafness, Autosomal Dominant 12",2042
C1865366,"Deafness, Autosomal Dominant 15",2043
C1863659,"DEAFNESS, AUTOSOMAL DOMINANT 17",2044
C3149009,"DEAFNESS, AUTOSOMAL DOMINANT 22, WITH HYPERTROPHIC CARDIOMYOPATHY",2045
C1854158,"DEAFNESS, AUTOSOMAL DOMINANT 25 (disorder)",2046
C3887929,"DEAFNESS, AUTOSOMAL DOMINANT 27",2047
C1837640,"Deafness, Autosomal Dominant 28",2048
C2677637,"Deafness, Autosomal Dominant 2A",2049
C2675236,"Deafness, Autosomal Dominant 2B",2050
C1847626,"Deafness, Autosomal Dominant 36",2051
C1854146,"Deafness, Autosomal Dominant 39, with Dentinogenesis Imperfecta 1",2052
C2675237,"Deafness, Autosomal Dominant 3B",2053
C1833503,"Deafness, Autosomal Dominant 4",2054
C4084708,"DEAFNESS, AUTOSOMAL DOMINANT 40",2055
C1842371,"DEAFNESS, AUTOSOMAL DOMINANT 41 (disorder)",2056
C1843895,"Deafness, Autosomal Dominant 44",2057
C1842939,"Deafness, Autosomal Dominant 48",2058
C3281297,"DEAFNESS, AUTOSOMAL DOMINANT 4B",2059
C1832932,"DEAFNESS, AUTOSOMAL DOMINANT 5 (disorder)",2060
C3888123,"DEAFNESS, AUTOSOMAL DOMINANT 50",2061
C1833021,"DEAFNESS, AUTOSOMAL DOMINANT 6",2062
C3279948,"DEAFNESS, AUTOSOMAL DOMINANT 64",2063
C3892048,"DEAFNESS, AUTOSOMAL DOMINANT 65",2064
C4283893,"DEAFNESS, AUTOSOMAL DOMINANT 66",2065
C4084712,"DEAFNESS, AUTOSOMAL DOMINANT 67",2066
C4225240,"DEAFNESS, AUTOSOMAL DOMINANT 68",2067
C4310775,"DEAFNESS, AUTOSOMAL DOMINANT 70",2068
C4539881,"DEAFNESS, AUTOSOMAL DOMINANT 71",2069
C4539886,"DEAFNESS, AUTOSOMAL DOMINANT 72",2070
C4748334,"DEAFNESS, AUTOSOMAL DOMINANT 74",2071
C1832425,"Deafness, Autosomal Dominant 9",2072
C2931716,"Deafness, autosomal dominant nonsyndromic sensorineural 17",2073
