GeneID,id
10048,1710
3897,1711
54737,1712
54994,1713
2332,1714
6654,1715
56413,1716
64777,1717
57610,1718
5894,1719
4289,1720
79018,1721
10296,1722
558,1723
80232,1724
6423,1725
64795,1726
6850,1727
7535,1728
3937,1729
6402,1730
11184,1731
55824,1732
2214,1733
9402,1734
79966,1735
916,1736
5327,1737
84174,1738
6464,1739
3700,1740
6452,1741
3559,1742
1668,1743
5290,1744
27040,1745
5781,1746
5795,1747
80380,1748
3603,1749
914,1750
5133,1751
50852,1752
7409,1753
26191,1754
926,1755
942,1756
3932,1757
5588,1758
5335,1759
919,1760
29126,1761
3702,1762
5788,1763
925,1764
1445,1765
2781,1766
5996,1767
30816,1768
921,1769
54814,1770
93436,1771
26973,1772
7248,1773
7341,1774
10111,1775
10574,1776
908,1777
7336,1778
472,1779
165918,1780
8844,1781
51588,1782
9656,1783
100506012,1784
11140,1785
4217,1786
7203,1787
55269,1788
10575,1789
673,1790
8924,1791
7529,1792
83940,1793
369,1794
10524,1795
22948,1796
4683,1797
7334,1798
6950,1799
9025,1800
55148,1801
9984,1802
130507,1803
23304,1804
23352,1805
8563,1806
197131,1807
11183,1808
4214,1809
6885,1810
4296,1811
102724560,1812
7132,1813
7186,1814
8717,1815
11185,1816
4129,1817
4128,1818
3620,1819
1644,1820
169355,1821
15,1822
2067,1823
1763,1824
5432,1825
5436,1826
2073,1827
22909,1828
2956,1829
10450,1830
5395,1831
79840,1832
5810,1833
5893,1834
23186,1835
8450,1836
7298,1837
1069,1838
7518,1839
5887,1840
57697,1841
2074,1842
5886,1843
11073,1844
10714,1845
10038,1846
2547,1847
348654,1848
5932,1849
5378,1850
7157,1851
5883,1852
7520,1853
146956,1854
6119,1855
5426,1856
2968,1857
548593,1858
675,1859
83990,1860
57654,1861
5441,1862
84464,1863
5433,1864
7874,1865
64858,1866
2188,1867
1642,1868
29089,1869
7156,1870
2237,1871
4437,1872
7507,1873
2966,1874
142,1875
2068,1876
902,1877
580,1878
57804,1879
2177,1880
84993,1881
1022,1882
7150,1883
5425,1884
5888,1885
5427,1886
3981,1887
2187,1888
79008,1889
5111,1890
197342,1891
56655,1892
5437,1893
6117,1894
9937,1895
27030,1896
5980,1897
91603,1898
2176,1899
5982,1900
2965,1901
55120,1902
4968,1903
5438,1904
116028,1905
4436,1906
54107,1907
3978,1908
5424,1909
5985,1910
9156,1911
5435,1912
7515,1913
100533467,1914
9557,1915
9716,1916
5884,1917
5440,1918
6240,1919
2967,1920
3364,1921
55775,1922
51317,1923
545,1924
5591,1925
5984,1926
125150,1927
2175,1928
672,1929
51426,1930
80010,1931
1161,1932
5981,1933
5431,1934
6118,1935
3150,1936
57599,1937
51455,1938
2071,1939
83695,1940
55215,1941
2178,1942
328,1943
56949,1944
85015,1945
6917,1946
80198,1947
144715,1948
404672,1949
4255,1950
126074,1951
4331,1952
7508,1953
641,1954
2072,1955
1643,1956
2189,1957
5983,1958
4913,1959
353497,1960
5430,1961
4292,1962
8451,1963
7486,1964
7517,1965
64421,1966
84126,1967
9052,1968
7332,1969
23406,1970
1355,1971
9512,1972
54205,1973
1537,1974
1353,1975
90639,1976
7381,1977
1339,1978
7384,1979
4513,1980
6341,1981
1350,1982
4512,1983
29088,1984
28958,1985
7386,1986
84701,1987
29796,1988
4514,1989
2232,1990
9997,1991
6834,1992
9377,1993
84987,1994
7388,1995
10063,1996
6389,1997
91647,1998
1352,1999
1349,2000
51204,2001
116228,2002
4519,2003
1337,2004
7385,2005
1327,2006
1340,2007
100303755,2008
617,2009
388753,2010
27089,2011
493753,2012
4697,2013
1329,2014
54860,2015
55365,2016
84220,2017
